Tipo de Rede;Tipo de Monitoramento;Tipo;Data;Hora;Código Estação;Nome Estação;Nome Parâmetro;Unidade Medida;Média Horária;Média Móvel;Válido;Dt. Amostragem;Dt. Instalação;Dt. Retirada;Concentração;Taxa
A;CETESB;Dados Primários;06/06/2024;18:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/06/2024;19:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;37;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/06/2024;20:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;34;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/06/2024;21:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;40;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/06/2024;22:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;25;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/06/2024;23:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;32;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;06/06/2024;24:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;36;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;01:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;25;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;02:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;03:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;27;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;04:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;32;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;05:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;06:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;26;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;07:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;08:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;32;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;09:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;40;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;10:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;58;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;11:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;12:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;36;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;13:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;31;-;Sim;-;-;-;-;-
A;CETESB;Dados Primários;07/06/2024;14:00;108;Bauru;MP10 (Partículas Inaláveis);µg/m3;24;-;Sim;-;-;-;-;-
